name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Gallo Rojo,Refree,0.764,0.616,6,-7.928,1,0.0377,0.203,0.00771,0.0824,0.873,107.718,231480,4
In Your Hands,Charlie Winston,0.888,0.329,3,-13.929,0,0.0625,0.424,0.38,0.17,0.686,125.034,381063,4
Island (Nôze Remix),Dapayk & Padberg,0.61,0.645,7,-8.321,0,0.028,0.000226,6.77e-05,0.11,0.284,95.891,244280,4
Devil Or Angel,Lou Doillon,0.655,0.84,6,-4.204,0,0.0471,0.0116,0.00542,0.141,0.63,108.94,205813,4
Dusty Men,Saule,0.794,0.271,10,-11.225,0,0.145,0.596,0.154,0.0993,0.0387,139.988,277343,4
Limit To Your Love,James Blake,0.494,0.268,10,-10.604,0,0.0309,0.371,0.387,0.124,0.471,171.988,342453,3
It's Real,Real Estate,0.419,0.856,2,-5.443,1,0.0298,0.00928,0.0964,0.124,0.721,152.009,168493,4
Baby Lee,Teenage Fanclub,0.62,0.761,0,-5.929,1,0.0269,0.139,0.00537,0.35,0.883,112.777,264560,4
Come Saturday,The Pains Of Being Pure At Heart,0.163,0.938,6,-5.071,0,0.0716,1.54e-06,0.941,0.288,0.491,180.248,197267,4
No Children,The Mountain Goats,0.541,0.411,1,-7.589,1,0.0437,0.598,0.000435,0.103,0.408,83.684,168307,4
Odessa,Caribou,0.706,0.913,1,-5.627,1,0.0369,0.0035,0.0502,0.333,0.622,118.001,315507,4
Light My Fire - Mono,The Doors,0.482,0.631,7,-10.406,1,0.0358,0.248,4.83e-05,0.11,0.725,129.595,173600,4
I Think I Need A New Heart,The Magnetic Fields,0.617,0.847,2,-6.55,1,0.0447,0.669,0.0615,0.19,0.916,159.356,152733,4
The Luckiest Guy On The Lower East Side,The Magnetic Fields,0.492,0.864,11,-5.699,1,0.0765,0.295,3.65e-06,0.04,0.451,79.126,223333,4
Game Of Pricks,Guided By Voices,0.331,0.866,9,-5.525,1,0.0456,0.000414,0.0243,0.13,0.347,139.086,136400,4
I Melt With You,Modern English,0.469,0.65,0,-12.823,1,0.0389,0.00593,1.14e-05,0.035,0.606,156.02,233027,4
Point of View - Radio Edit,DB Boulevard,0.666,0.658,6,-9.223,1,0.03,0.00186,0.0125,0.059,0.162,129.018,230453,4
Inbetween Days,The Cure,0.532,0.912,9,-3.366,1,0.036,0.043,0.0104,0.232,0.715,142.495,176720,4
Your Fucking Sunny Day,Lambchop,0.379,0.492,0,-7.451,1,0.0265,0.0731,0.587,0.346,0.222,104.52,250200,4
Let’s Explode,Clem Snide,0.484,0.627,7,-6.771,1,0.0276,0.839,0.00236,0.316,0.721,91.001,154413,4
Faithless - B-Side,City and Colour,0.367,0.973,11,-2.191,1,0.0985,0.000428,1.51e-05,0.37,0.617,170.043,158107,4
King Of The Beach,Wavves,0.445,0.975,9,-3.418,1,0.0482,0.019,7.66e-05,0.136,0.754,151.094,212853,4
Just Like Heaven,The Cure,0.543,0.718,2,-7.696,1,0.0303,0.445,0.161,0.142,0.689,169.966,269082,4
Days,The Drums,0.432,0.923,0,-6.523,1,0.0457,0.097,0.0,0.156,0.933,160.25,105117,4
Imperi,Vàlius,0.486,0.548,0,-11.459,1,0.0434,0.127,0.000304,0.208,0.634,200.122,259026,4
Objecte Pur,Isaac Ulam,0.438,0.974,1,-5.549,0,0.0522,3.38e-06,0.745,0.366,0.716,159.913,140333,4
Plants,Beach Beach,0.645,0.798,3,-4.077,1,0.0264,0.176,0.000289,0.101,0.311,109.133,327520,3
Gemini (Birthday Song),WHY?,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,4
Heart Of Glass - Special Mix,Blondie,0.335,0.926,0,-7.359,0,0.112,0.553,0.00224,0.392,0.944,200.722,103732,4
Good for Nothin',Scott Walker,0.618,0.728,0,-12.773,1,0.037,0.0712,2.99e-05,0.0746,0.581,107.169,235733,4
Speeding Motorcycle,The Pastels,0.569,0.44,5,-10.598,0,0.0341,0.579,0.725,0.115,0.326,118.382,135693,4
Going to Georgia,The Mountain Goats,0.33,0.756,0,-3.559,1,0.0368,0.0814,0.00453,0.153,0.582,128.951,201894,4
Cali in a Cup,Woods,0.237,0.842,0,-4.05,0,0.093,0.00561,0.000882,0.294,0.602,89.744,178267,4
Don't Look Back into the Sun,The Libertines,0.701,0.261,0,-19.846,1,0.0938,0.219,0.0,0.0821,0.89,97.042,144333,4
Blister in the Sun - 2002 Remastered Version,Violent Femmes,0.579,0.868,2,-6.74,1,0.0327,0.115,0.0,0.327,0.919,136.412,238067,4
The Day That Thatcher Dies,Hefner,0.576,0.963,1,-3.95,1,0.102,0.192,0.0,0.087,0.961,137.331,133813,4
You Really Got Me,The Kinks,0.623,0.65,10,-7.953,1,0.0274,0.245,0.000913,0.146,0.879,116.74,227907,4
San Francisco,Foxygen,0.341,0.552,8,-10.503,1,0.0423,8.02e-05,0.616,0.0591,0.486,121.361,182493,4
Just Like Honey,The Jesus and Mary Chain,0.55,0.796,7,-7.007,1,0.0306,0.151,0.0,0.222,0.622,105.354,161040,4
Cemetry Gates - 2011 Remaster,The Smiths,0.465,0.728,9,-11.116,1,0.0377,0.534,0.000252,0.37,0.87,143.744,173827,4
Shout,Lulu And The Luvvers,0.463,0.571,4,-8.078,0,0.0481,0.0121,0.644,0.137,0.353,81.427,206627,4
Muizenberg,John Wizards,0.687,0.721,7,-5.757,1,0.0349,0.0275,0.0104,0.36,0.614,136.635,142769,4
The Stars Keep On Calling My Name,Mac DeMarco,0.464,0.815,10,-6.371,1,0.0368,0.00871,0.201,0.162,0.467,161.845,298920,4
Red Eyes,The War On Drugs,0.419,0.88,5,-6.019,1,0.0301,0.0295,0.876,0.135,0.521,150.792,190547,4
Talking Backwards,Real Estate,0.32,0.876,9,-6.338,1,0.0548,0.012,0.144,0.182,0.577,171.189,266676,4
Whispering or Singing,Boomgates,0.53,0.951,4,-3.602,1,0.0459,0.00152,0.00888,0.058,0.738,144.018,213827,4
Let's Get Out Of Here,Les Savy Fav,0.227,0.995,0,-5.046,1,0.216,0.00243,0.3,0.252,0.21,169.548,138338,4
Someone for You,Warm Soda,0.467,0.926,2,-4.84,1,0.0466,0.227,0.277,0.3,0.842,121.631,221244,4
Natural Life,Cool Ghouls,0.486,0.948,4,-1.37,0,0.0339,0.429,0.717,0.336,0.675,142.325,214000,4
Thine Eyes,Pure Bliss,0.826,0.554,1,-7.941,1,0.0411,0.151,0.0,0.0524,0.932,128.124,158430,4
You Can Get It If You Really Want,Desmond Dekker,0.4,0.789,7,-10.59,1,0.0526,0.000174,0.713,0.0937,0.886,147.38,163093,4
Comin' Through,The Pastels,0.539,0.764,0,-7.857,1,0.0642,0.00225,0.49,0.127,0.929,155.271,197973,4
I Apologise,Teenage Filmstars,0.642,0.523,5,-10.107,1,0.0325,0.82,3.95e-05,0.1,0.373,115.241,218640,4
Stranded,Sonny & The Sunsets,0.632,0.726,7,-10.55,1,0.0309,0.264,0.0501,0.0913,0.95,116.001,206667,4
Magic,Chucho,0.247,0.96,4,-6.077,1,0.061,0.0012,0.0135,0.144,0.881,165.256,160933,4
Ciencia Ficcion,Los Planetas,0.456,0.344,0,-10.296,0,0.0298,0.565,9.19e-06,0.114,0.359,117.116,154480,4
Thirteen,Big Star,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227,4
Avant Gardener,Courtney Barnett,0.722,0.432,9,-8.704,0,0.035,0.818,0.18,0.0825,0.755,117.831,169142,4
Who Do I Think I Am?,Woods,0.573,0.873,9,-3.839,1,0.0325,0.631,1.23e-05,0.185,0.963,81.219,123727,4
Sanity Or Not,Juan Wauters,0.205,0.869,0,-7.433,1,0.0445,0.000478,0.0,0.109,0.772,176.047,189263,4
Ordinary Girls,English Singles,0.545,0.128,0,-13.163,1,0.0393,0.943,0.0225,0.0987,0.327,119.044,125440,4
Unfucktheworld,Angel Olsen,0.555,0.717,8,-10.212,1,0.0676,0.727,0.693,0.279,0.0697,127.228,203159,4
Swinging London,The Cleaners From Venus,0.741,0.339,0,-8.137,1,0.0348,0.839,0.0,0.167,0.52,126.359,118100,4
Don't Leave,Ben Lee,0.485,0.527,2,-8.806,1,0.0257,0.367,0.85,0.149,0.364,96.527,268003,4
Mirall,Les Sueques,0.259,0.696,8,-6.107,0,0.032,0.0114,0.159,0.148,0.516,77.186,145293,4
Lust For Life,Girls,0.488,0.897,7,-5.516,0,0.0461,0.16,0.0,0.154,0.918,136.677,90427,4
The Bags,Me and the Bees,0.344,0.827,2,-8.517,1,0.0588,0.00304,0.00221,0.129,0.921,181.836,127133,4
Himno Generacional Nº 83,Los Planetas,0.638,0.64,11,-8.428,1,0.0451,0.000609,0.831,0.214,0.708,123.066,177147,4
Els dies s'allarguen,Renaldo & Clara,0.425,0.714,6,-11.491,1,0.0294,0.0943,0.468,0.0659,0.796,104.791,168240,3
Invisible Man,The Breeders,0.344,0.954,0,-5.856,1,0.0539,4.99e-05,0.696,0.353,0.741,118.309,126851,4
Mk Love Triangle,Kim,0.443,0.592,4,-9.508,1,0.0574,0.7,0.0954,0.114,0.533,139.248,129682,4
Buses Splash With Rain,Frankie Cosmos,0.375,0.757,7,-5.455,1,0.0316,0.0232,0.921,0.343,0.96,130.093,163027,4
Number One,Colleen Green,0.661,0.657,7,-8.767,1,0.0818,0.526,0.0288,0.351,0.938,149.359,112013,4
En Espanol,The Memories,0.47,0.418,11,-10.196,1,0.0294,0.991,0.774,0.2,0.927,99.08,94747,3
Absolutely Cuckoo,The Magnetic Fields,0.349,0.896,9,-10.59,1,0.106,0.00144,0.73,0.287,0.481,141.72,232133,4
Nothing To Be Done,The Pastels,0.659,0.649,0,-15.884,1,0.0667,0.469,0.446,0.128,0.966,92.458,122160,4
Kana Kapila,Cousins,0.352,0.896,1,-5.927,1,0.0428,0.726,0.0,0.176,0.81,152.357,116560,4
He's a Doll,The Honeys,0.263,0.639,9,-6.132,1,0.0402,0.359,0.395,0.26,0.412,178.235,177787,4
Permanent Vacation,Alba Lua,0.357,0.43,7,-9.857,1,0.0319,0.627,0.345,0.194,0.541,121.022,106358,4
Dancing in the Public Eye,Frankie Cosmos,0.386,0.861,9,-5.947,1,0.0634,0.00164,0.384,0.0764,0.664,174.966,59350,4
Paella,Da Souza,0.245,0.781,7,-6.466,1,0.0661,0.488,9.62e-06,0.208,0.304,171.152,144307,4
…And Ever,Titus Andronicus,0.283,0.899,7,-1.325,1,0.0383,0.041,0.944,0.691,0.612,86.862,192187,4
Waterfall,The Fresh & Onlys,0.219,0.906,4,-4.995,1,0.0392,0.078,0.852,0.265,0.602,198.232,161156,4
Think Of You,Bleached,0.543,0.92,10,-3.192,1,0.0434,0.0945,0.0032,0.233,0.95,164.98,177107,4
Stuck in the Middle,The Elwins,0.522,0.935,2,-6.269,1,0.0383,0.138,0.0,0.471,0.973,139.537,174733,4
Falling Out Of Love (With You),The 6ths,0.702,0.56,4,-12.323,1,0.0342,0.571,0.0,0.109,0.889,125.452,171107,4
Love Minus Zero,Bob Dylan,0.711,0.535,11,-12.059,1,0.0357,0.193,2.85e-06,0.164,0.857,112.458,128916,4
With A Girl Like You,Thao & The Get Down Stay Down,0.54,0.742,1,-11.572,1,0.106,0.824,0.0105,0.0624,0.923,131.599,96147,4
Dirty Dirty Feeling,Elvis Presley,0.434,0.863,0,-4.217,1,0.0429,0.105,1.22e-05,0.114,0.389,142.766,261987,4
En Ningún Lugar,Charades,0.421,0.693,4,-4.558,0,0.16,0.116,0.0,0.252,0.601,81.821,232080,4
Strange Fruit For David,The Wave Pictures,0.648,0.801,2,-6.022,1,0.0304,0.27,8.05e-06,0.387,0.73,134.969,200720,4
Summer Teeth,Wilco,0.553,0.738,0,-7.963,1,0.0457,0.213,0.0,0.339,0.759,138.602,125827,4
Do You Believe in Magic?,The Lovin' Spoonful,0.807,0.624,11,-4.948,0,0.0332,0.19,0.00388,0.221,0.523,123.691,116507,4
Blackeye,Love Inks,0.357,0.835,11,-7.061,1,0.0582,0.325,0.173,0.447,0.335,121.6,180093,4
California Girls,The Magnetic Fields,0.663,0.522,1,-8.741,1,0.0374,0.392,5.41e-06,0.197,0.301,99.759,262520,4
Every Time the Sun Comes Up,Sharon Van Etten,0.608,0.797,9,-11.423,1,0.0379,0.000709,0.124,0.404,0.597,110.906,242667,4
Clouds,The Go-Betweens,0.397,0.841,4,-5.381,1,0.112,0.786,0.0474,0.0879,0.473,163.69,134543,4
Lenin,Vàlius,0.265,0.811,0,-4.399,1,0.0541,0.66,0.000885,0.214,0.495,159.694,123090,4
Espinàs,Vàlius,0.511,0.61,8,-11.291,0,0.243,0.163,0.61,0.744,0.482,101.614,241505,4
Girl,Jamie xx,0.423,0.578,4,-7.047,1,0.058,0.00414,0.00121,0.288,0.446,133.008,233213,4
The Hymn For The Cigarettes,Hefner,0.376,0.724,9,-7.577,1,0.0396,0.00135,0.063,0.107,0.358,163.023,146373,4
Until the Sun Explodes,The Pains Of Being Pure At Heart,0.639,0.744,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,240533,4
My Number,Foals,0.426,0.729,0,-4.617,1,0.03,0.0036,0.00946,0.333,0.333,140.007,162540,4
Aquellos Ojos,Mujeres,0.492,0.451,7,-8.135,1,0.0339,0.545,0.000181,0.354,0.486,77.82,233707,3
My Kiss,The Wave Pictures,0.361,0.638,4,-7.772,1,0.0393,0.394,0.0135,0.218,0.309,123.434,112447,4
School,Frankie Cosmos,0.486,0.925,1,-4.239,1,0.0351,0.00305,0.328,0.117,0.962,157.931,128187,4
Got No Money,FIDLAR,0.803,0.765,6,-8.652,1,0.0569,0.0713,4.81e-05,0.321,0.87,109.138,156453,4
Dancing Machine - Single Version,The Jackson 5,0.814,0.446,6,-5.524,1,0.0333,0.778,0.0292,0.0862,0.495,90.543,157400,4
Afternoon,Baxter Dury,0.611,0.931,10,-9.873,0,0.117,0.13,0.875,0.26,0.346,112.924,178987,4
"Unbroken, Unshaven",The Budos Band,0.639,0.653,2,-7.334,1,0.0332,0.0012,0.0472,0.0947,0.839,131.933,248037,4
I Miss Your Bones,Hospitality,0.531,0.856,2,-11.091,1,0.0518,0.396,0.00617,0.115,0.671,172.483,175067,4
Fingerprints,Leonard Cohen,0.538,0.867,0,-6.263,1,0.0979,0.158,0.815,0.0537,0.963,190.139,249800,4
More Mess on My Thing,The Poets Of Rhythm,0.398,0.847,9,-3.591,1,0.0319,0.000926,0.0381,0.071,0.815,153.856,202760,4
Weekend,Smith Westerns,0.284,0.837,4,-3.864,1,0.0529,0.334,0.51,0.346,0.457,167.393,199573,4
Atop a Cake,Alvvays,0.382,0.879,1,-3.978,1,0.0359,0.000157,0.006,0.316,0.663,131.365,201640,4
Let's Get Out Of This Country,Camera Obscura,0.27,0.83,7,-4.592,1,0.0741,0.00956,0.434,0.142,0.205,117.314,196560,4
"Archie, Marry Me",Alvvays,0.266,0.846,7,-5.44,1,0.0371,0.00012,0.919,0.37,0.765,153.899,276520,4
Flirts,PUPUT,0.404,0.955,10,-3.967,0,0.058,0.00442,0.0473,0.0841,0.77,167.051,162307,4
For The Feel,Bleached,0.537,0.638,7,-14.6,1,0.0301,0.0113,0.517,0.183,0.94,122.754,162160,4
There She Goes,The La's,0.377,0.986,4,1.148,1,0.0556,0.121,0.549,0.191,0.246,99.98,174750,4
Alright,Big Surr,0.386,0.995,9,0.788,1,0.0873,0.325,0.885,0.228,0.0659,100.868,151707,4
Gone,Big Surr,0.396,0.895,10,-1.753,0,0.0704,0.032,0.0125,0.165,0.182,96.176,247493,4
BORN FREE,M.I.A.,0.541,0.854,2,-6.196,1,0.155,0.0254,0.000125,0.651,0.454,86.044,205200,4
Paper Planes,M.I.A.,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,246840,4
Read My Mind,The Killers,0.245,0.802,4,-5.976,1,0.0324,1.22e-05,0.391,0.137,0.701,161.089,114467,4
Slow Fade,Teenage Fanclub,0.593,0.804,7,-5.497,1,0.0319,0.105,2.22e-06,0.047,0.962,148.959,138360,4
I Fought the Law - Single Version,The Bobby Fuller Four,0.613,0.623,8,-7.517,1,0.03,0.586,0.0,0.12,0.676,84.229,166427,4
Can I Get A Witness,Marvin Gaye,0.443,0.956,2,-6.198,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,206867,4
Love Will Tear Us Apart,Joy Division,0.322,0.885,9,-5.167,1,0.0534,4.56e-06,9.93e-05,0.113,0.634,153.167,172760,4
Nosebleed,Deerhunter,0.563,0.707,0,-8.044,1,0.0369,0.0518,0.0781,0.0905,0.712,120.734,177511,4
Consecutive Seasons,Twerps,0.294,0.589,2,-7.666,1,0.035,0.122,0.00154,0.133,0.509,123.131,190000,4
Anything New,Twerps,0.559,0.899,0,-5.849,1,0.0324,0.000876,0.23,0.137,0.481,139.027,249667,4
Head On,The Jesus and Mary Chain,0.669,0.389,0,-11.547,1,0.0306,0.605,0.16,0.0905,0.649,130.015,231173,4
New Slang,The Shins,0.593,0.943,9,-4.503,1,0.0424,0.133,4.38e-05,0.0478,0.846,136.027,169773,4
Cien gaviotas,Duncan Dhu,0.304,0.89,4,-4.556,1,0.0487,0.000185,0.000175,0.312,0.703,145.323,124427,4
L.A.,Mujeres,0.912,0.781,7,-7.018,0,0.0444,0.074,0.762,0.348,0.89,119.978,400751,4
Inspector Norse,Todd Terje,0.599,0.43,8,-14.589,1,0.0948,0.472,0.0,0.046,0.644,159.63,132040,4
You Ain't W'oman Enough - Rerecorded Version,Loretta Lynn,0.673,0.579,9,-12.434,1,0.0584,0.343,0.0,0.0845,0.961,130.631,136185,4
It's My Party,Leslie Gore,0.782,0.764,4,-4.14,1,0.0382,0.185,0.0,0.107,0.916,140.052,203080,4
Novias,El Guincho,0.755,0.464,6,-13.706,1,0.0562,0.705,1.48e-06,0.349,0.851,124.106,174453,4
Camarera de Mi Amor,Antonio Machín,0.631,0.557,3,-8.932,1,0.0287,0.554,3.82e-06,0.0806,0.964,140.648,101813,4
Lana (Stereo),The Beach Boys,0.451,0.521,7,-8.094,1,0.0297,0.66,0.0,0.335,0.963,105.269,141667,4
Crazy Bells,The Marcels,0.65,0.792,9,-7.664,1,0.0352,0.683,0.000729,0.0707,0.96,118.951,109618,4
Escucho Mucho,Juan Wauters,0.619,0.64,0,-7.688,1,0.0326,0.125,0.236,0.085,0.207,128.014,374404,4
L'ós,La iaia,0.479,0.281,9,-10.522,1,0.0272,0.67,4e-05,0.155,0.385,109.613,149239,4
Free,Angel Olsen,0.702,0.716,9,-9.51,1,0.0306,0.126,0.00221,0.0928,0.844,138.983,232573,4
This Year,The Mountain Goats,0.571,0.975,6,-4.097,1,0.0515,0.23,0.8,0.397,0.966,158.175,212240,4
Class Historian,BRONCHO,0.558,0.688,7,-6.996,1,0.0293,0.0247,0.0156,0.0993,0.682,81.243,122279,4
True Love Will Find You In The End,The Memories,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423,164733,4
I Can See Clearly Now - Edit,Johnny Nash,0.565,0.952,4,-6.367,1,0.0493,0.0405,0.483,0.153,0.792,154.992,198415,4
Mai,Vàlius,0.604,0.585,9,-11.288,1,0.0329,0.408,0.0886,0.109,0.67,92.521,147467,4
The Swimming Song,Loudon Wainwright III,0.723,0.551,5,-4.446,1,0.0365,0.601,0.00449,0.186,0.964,112.166,170507,4
You Make Me Wanna Die,The Shivas,0.378,0.682,10,-10.228,1,0.124,0.0777,2.83e-06,0.0573,0.89,185.273,166507,4
It's Your Thing,The Isley Brothers,0.445,0.773,10,-7.725,1,0.0394,0.703,0.00384,0.374,0.525,108.874,251427,4
She's A Rainbow - Stereo Full Version / With Intro,The Rolling Stones,0.295,0.885,11,-7.105,0,0.0535,9.48e-06,0.554,0.267,0.221,146.058,127700,4
Tornar a estar bé,Súper Gegant,0.446,0.89,7,-7.974,1,0.0308,0.27,0.661,0.451,0.484,170.002,259765,4
Sophia So Far,Goodnight Radio,0.538,0.673,0,-7.445,1,0.0281,0.000408,0.00017,0.0787,0.352,127.006,225446,4
I Didn't See It Coming (Richard X Mix),Belle & Sebastian,0.465,0.767,7,-6.366,1,0.0286,0.487,0.0067,0.125,0.515,141.995,229184,4
El cel de les Illes Caimán,Senior i el cor brutal,0.533,0.502,9,-10.858,1,0.065,0.302,0.00936,0.0978,0.767,94.934,171920,4
I'm Still Waiting,Bob Marley & The Wailers,0.832,0.416,0,-9.013,1,0.127,0.348,0.00241,0.186,0.566,91.088,216760,4
All In One,Bob Marley & The Wailers,0.233,0.932,1,-6.746,0,0.267,0.033,0.00137,0.253,0.61,203.726,178107,4
The Nun's Litany,The Magnetic Fields,0.468,0.964,0,-3.061,1,0.076,0.244,0.0,0.147,0.271,81.496,155027,4
All I Want Is to Be Your Girl,Holly Miranda,0.497,0.762,2,-7.226,1,0.0277,0.0206,0.103,0.215,0.563,155.096,166946,4
Nosedive,Wolf Alice,0.157,0.979,2,-3.972,1,0.0819,8.57e-05,0.81,0.594,0.227,84.19,163227,4
Half Bad,White Reaper,0.443,0.876,10,-4.588,1,0.0499,0.411,0.0,0.36,0.706,154.588,190413,4
I’ll Be Loving You,The King Khan & BBQ Show,0.193,0.931,7,-0.758,1,0.0559,0.693,0.0,0.265,0.435,148.684,203133,4
Waddlin Around,The King Khan & BBQ Show,0.85,0.581,5,-8.181,0,0.0542,0.227,0.0202,0.0826,0.965,121.975,235733,4
Dolce Vita,Ryan Paris,0.69,0.838,4,-6.413,1,0.0416,0.0834,0.0287,0.131,0.309,134.037,230480,4
Plage,Crystal Fighters,0.633,0.716,9,-8.146,1,0.0426,0.797,5.73e-06,0.0999,0.77,80.865,125773,3
"Come On, Let's Go",Ritchie Valens,0.503,0.447,8,-13.25,1,0.27,0.662,1.24e-05,0.341,0.681,111.264,143027,4
Young Blood,The Coasters,0.756,0.652,0,-8.195,1,0.0295,0.201,1.66e-05,0.0376,0.639,130.839,234560,4
Centro Di Gravità Permanente - 2004 - Remaster;,Franco Battiato,0.546,0.824,0,-7.097,1,0.0324,0.34,0.0933,0.263,0.515,118.613,178913,4
Like It Was,Dignan Porch,0.755,0.459,1,-6.346,0,0.033,0.577,0.0,0.285,0.694,122.289,112221,4
Así no más,Juan Wauters,0.785,0.503,1,-9.029,1,0.0274,0.631,0.109,0.129,0.581,119.964,240880,4
I Melt With You,Nouvelle Vague,0.49,0.961,8,-1.595,0,0.398,0.0263,0.0,0.535,0.795,173.595,276920,4
Empire State Of Mind,JAY-Z,0.508,0.944,0,-5.607,1,0.0406,0.0135,0.726,0.0903,0.844,138.449,154840,4
Cara de cotxe,Les Sueques,0.32,0.854,7,-4.518,1,0.0758,0.00115,0.015,0.207,0.709,160.871,186280,4
I apologize,Les Sueques,0.368,0.87,2,-3.596,1,0.0666,0.0234,0.176,0.0488,0.738,159.105,104747,4
Cor pelut,Les Sueques,0.608,0.903,2,-4.805,1,0.155,0.0114,0.787,0.203,0.525,146.145,158773,4
Bromes,Les Sueques,0.641,0.501,1,-9.333,1,0.0226,0.589,0.0625,0.335,0.935,92.188,156430,4
The Way You'd Love Her,Mac DeMarco,0.376,0.788,0,-6.632,1,0.036,0.00015,0.0134,0.0837,0.715,143.956,175870,4
Stranger,Twerps,0.559,0.764,2,-7.058,0,0.0348,0.00441,0.0299,0.0807,0.932,143.319,213693,4
Enola Gay - Remastered,Orchestral Manoeuvres In The Dark,0.618,0.777,0,-8.127,1,0.0364,0.0619,0.196,0.3,0.832,103.981,153573,4
Del Montón,Sr. Chinarro,0.849,0.613,6,-5.396,1,0.0522,0.208,0.000216,0.115,0.781,132.114,216080,4
Claire,Baxter Dury,0.622,0.677,7,-7.543,1,0.0365,0.0662,0.806,0.232,0.714,159.179,142225,4
Pleasure,Baxter Dury,0.5,0.656,0,-7.872,1,0.0471,0.47,0.76,0.095,0.763,120.654,179893,4
Love is Lighter Than Air,The Magnetic Fields,0.712,0.757,6,-6.449,1,0.0572,0.63,1.63e-06,0.529,0.866,117.367,150605,4
He's a Rebel,The Crystals,0.795,0.509,4,-11.342,1,0.0498,0.434,0.57,0.11,0.191,122.041,188920,4
Leave The Party,Happyness,0.727,0.844,1,-7.338,1,0.125,0.419,0.0,0.278,0.965,152.75,145787,4
Let's Dance,Chris Montez,0.626,0.535,9,-4.441,1,0.0443,0.85,0.0,0.0561,0.671,108.804,144200,4
Mr. Sandman,The Chordettes,0.774,0.195,1,-11.194,1,0.0542,0.982,0.0472,0.157,0.585,76.253,167912,4
All Of Me,Trío Page Cavanaugh,0.573,0.741,3,-5.963,0,0.099,0.637,0.0,0.229,0.854,132.662,177400,4
Next Time You See Me,Earl Grant,0.614,0.745,8,-7.35,0,0.0711,0.766,0.00165,0.22,0.555,79.953,198093,4
Just to Put Me Down,Mac DeMarco,0.508,0.597,4,-8.063,1,0.0396,0.0177,0.000856,0.091,0.185,81.982,231667,4
Where Is My Mind?,Pixies,0.415,0.616,9,-6.217,0,0.0323,0.012,0.000669,0.0981,0.142,77.969,318551,4
Eventually,Tame Impala,0.526,0.858,9,-8.533,1,0.0476,0.292,0.001,0.353,0.886,75.596,106400,4
Little Child - Remastered,The Beatles,0.618,0.737,3,-11.1,1,0.0275,0.0361,0.00326,0.3,0.78,131.839,216227,4
Streets of Your Town,The Go-Betweens,0.476,0.917,2,-8.504,1,0.056,0.00518,0.0728,0.11,0.831,149.756,136507,4
I Just Got Caught Out,The Go-Betweens,0.578,0.919,0,-6.427,1,0.0434,0.00505,0.926,0.113,0.608,164.974,220720,4
Mon autre,Juniore,0.683,0.595,9,-5.855,1,0.0455,0.0287,4.2e-05,0.0109,0.909,150.108,48982,4
Sand,Frankie Cosmos,0.632,0.578,9,-10.474,0,0.0302,0.271,0.0,0.13,0.912,115.399,208533,4
Heavenly Pop Hit,The Chills,0.41,0.573,2,-7.753,1,0.046,0.00149,0.00586,0.189,0.923,130.973,202286,4
Rien à dire,Marie et les garçons,0.534,0.888,2,-6.327,1,0.0274,0.0196,0.183,0.151,0.624,101.989,244979,4
Otra Era,Javiera Mena,0.43,0.621,8,-8.289,1,0.0288,8.37e-05,0.263,0.0621,0.213,113.477,366360,4
Toxic,Núria Graham,0.443,0.54,0,-5.288,1,0.0341,0.922,0.00236,0.377,0.68,98.267,106104,4
Long Hard Road,The Memories,0.534,0.327,0,-12.801,1,0.0308,0.611,0.0819,0.177,0.38,67.569,142054,4
I'm Not Going to Work Tomorrow,The Memories,0.565,0.646,0,-6.248,1,0.0335,0.182,0.0,0.0787,0.577,137.289,130934,4
Sinister,Frankie Cosmos,0.455,0.93,7,-3.21,1,0.126,0.0568,0.0,0.464,0.429,91.41,284987,4
A Minha Menina,Os Mutantes,0.606,0.492,7,-8.247,1,0.0419,0.72,0.0,0.125,0.616,108.289,222617,4
The Waiting,Angel Olsen,0.318,0.89,9,-10.544,1,0.0513,2.53e-05,0.363,0.0766,0.687,192.868,173133,4
Vida artificial,Da Souza,0.57,0.707,7,-10.046,1,0.0306,0.0327,0.36,0.351,0.406,119.597,198613,4
Oblivious,Galaxie 500,0.481,0.659,9,-10.382,1,0.0353,6.14e-05,0.362,0.217,0.498,123.027,215827,4
Abril,Da Souza,0.9,0.681,9,-4.681,1,0.0722,0.316,0.0,0.0494,0.868,131.503,287600,4
Apartheid is nazism,Alpha Blondy,0.629,0.607,7,-10.183,1,0.0296,0.287,0.219,0.342,0.737,124.192,186653,4
Let Me Imagine You,Robert Forster,0.62,0.849,8,-6.246,1,0.031,0.469,0.819,0.172,0.961,124.474,281333,4
Pretty Machines,Parquet Courts,0.478,0.774,7,-6.977,1,0.0292,0.000265,0.585,0.191,0.429,112.577,370373,4
